Food code,Food description
58147510,The image shows the food category of flavored pasta. Additional details include meatless yat ga mein; meatless chow wor mein; dry pasta mix with sauce; Knorr Noodles and Sauce; Knorr Pasta and Sauce; Knorr Italian Sides; Knorr Pasta Sides; Pasta Roni; made with or without fat; any type of fat.
58147520,"The image shows the food category of yat Ga Mein with meat, fish, or poultry. Additional details include wor Mein; flavored pasta wth meat."
58148110,"The image shows the food category of macaroni or pasta salad, made with mayonnaise. Additional details include made with assorted vegetables; Betty Crocker Suddenly Salad; not specified subcategory as to type of dressing."
58148111,"The image shows the food category of macaroni or pasta salad, made with light mayonnaise. Additional details include diet, low calorie, low fat, reduced calorie, or reduced fat dressing; made with assorted vegetables."
58148112,"The image shows the food category of macaroni or pasta salad, made with mayonnaise-type salad dressing. Additional details include miracle Whip; imitation mayonnaise; coleslaw dressing; ""slaw"" dressing; made with assorted vegetables."
58148113,"The image shows the food category of macaroni or pasta salad, made with light mayonnaise-type salad dressing. Additional details include diet, low calorie, low fat, reduced calorie, or reduced fat dressing; Miracle Whip Light; light coleslaw dressing; light ""slaw"" dressing; light imitation mayonnaise; Hellmann's Dijonnaise; made with assorted vegetables."
58148114,"The image shows the food category of macaroni or pasta salad, made with Italian dressing. Additional details include vinegar and oil; vinaigrette; Greek dressing; onion or Vidalia onion dressing; Champagne dressing; celery seed dressing; red wine, balsamic, or raspberry vinegar dressing; French dressing; made with assorted vegetables."
58148115,"The image shows the food category of macaroni or pasta salad, made with light Italian dressing. Additional details include diet, low calorie, low fat, reduced calorie, or reduced fat dressing; Newman's Own Light; light vinaigrette; light Greek dressing; light onion or Vidalia onion dressing; light celery seed dressing; light Champagne dressing; made with assorted vegetables."
58148116,"The image shows the food category of macaroni or pasta salad, made with creamy dressing. Additional details include ranch dressing; ranch dip; peppercorn dressing; creamy Italian; creamy bacon dressing; creamy parmesan; cream cheese dressing; sour cream; blue cheese or roquefort cheese dressing; caesar dressing; French made with sour cream; made with assorted vegetables."
58148117,"The image shows the food category of macaroni or pasta salad, made with light creamy dressing. Additional details include diet, low calorie, low fat, reduced calorie, or reduced fat dressing; light ranch dressing; light ranch dip; light caesar dressing; light peppercorn dressing; light blue or roquefort cheese dressing; light French made with sour cream; light creamy bacon dressing; light creamy parmesan; light cream cheese dressing; light sour cream; light creamy Italian; made with assorted vegetables."
58148118,"The image shows the food category of macaroni or pasta salad, made with any type of fat free dressing. Additional details include fat free mayonnaise; fat free mayonnaise-type salad dressing; fat free Italian dressing; any fat free creamy dressing; fat free vinaigrette; with no dressing; made with assorted vegetables."
58148120,The image shows the food category of macaroni or pasta salad with egg. Additional details include made with assorted vegetables and any dressing.
58148130,The image shows the food category of macaroni or pasta salad with tuna. Additional details include made with assorted vegetables and any dressing.
58148140,The image shows the food category of macaroni or pasta salad with crab meat. Additional details include made with assorted vegetables and any dressing.
58148150,The image shows the food category of macaroni or pasta salad with shrimp. Additional details include made with assorted vegetables and any dressing.
58148160,The image shows the food category of macaroni or pasta salad with tuna and egg. Additional details include made with assorted vegetables and any dressing.
58148170,The image shows the food category of macaroni or pasta salad with chicken. Additional details include made with assorted vegetables and any dressing.
58148180,The image shows the food category of macaroni or pasta salad with cheese. Additional details include made with assorted vegetables and any dressing.
58148550,The image shows the food category of macaroni or pasta salad with meat. Additional details include made with assorted vegetables and any dressing.
58149110,The image shows the food category of noodle pudding. Additional details include kugel.
58150100,"The image shows the food category of bibimbap, Korean. Additional details include rice, white, with vegetables, meat, poultry or seafood, and chili pepper paste."
58150110,"The image shows the food category of rice, fried, meatless. Additional details include vegetable fried rice."
58150310,"The image shows the food category of rice, fried, not further specified subcategory assigned. Additional details include chinese rice."
58150320,"The image shows the food category of rice, fried, with chicken. Additional details include turkey."
58150330,"The image shows the food category of rice, fried, with pork."
58150340,"The image shows the food category of rice, fried, with beef."
58150510,"The image shows the food category of rice, fried, with shrimp."
58150520,"The image shows the food category of dukboki or Tteokbokki, Korean. Additional details include rice cake with meat, poultry, or seafood, vegetables and hot sauce; soup or stew with rice cake."
58150530,"The image shows the food category of adobo, with rice. Additional details include any combination of meat, poultry, seafood, and vegetables; Filipino dish."
58151100,"The image shows the food category of sushi, not further specified subcategory assigned. Additional details include sushi with seafood and/or vegetables, not further specified subcategory assigned; not specified subcategory as to rolled or topped."
58151170,"The image shows the food category of sushi roll, avocado. Additional details include maki or Temaki."
